Crop_Category,Crop_Variety,Seed_Type,Temperature_Avg_C,Temperature_Min_C,Temperature_Max_C,Rainfall_mm,Humidity_Percent,Sunshine_Hours,Growing_Season_Days,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Organic_Matter_Percent,Soil_Type,Soil_Moisture_Percent,Irrigation_Type,Season,Previous_Crop,Farm_Size_ha,Fertilizer_Nitrogen_kg_per_ha,Fertilizer_Phosphorus_kg_per_ha,Fertilizer_Potassium_kg_per_ha,Pesticide_Usage,Yield_tons_per_ha
Wheat,Wheat (Common),HYV,19.67,11.8,29.1,463.16,56.8,7.04,119,7.14,93.46,45.29,37.92,3.93,Desert,69.0,Sprinkler,Rabi,Pulses,16.32,97.48,44.38,33.96,1,7.067
Wheat,Wheat (Common),HYV,19.82,12.88,27.55,555.56,69.98,7.47,115,6.35,89.09,43.15,38.3,3.95,Alluvial,68.25,Flood,Rabi,Wheat,18.11,92.84,44.5,30.53,1,7.433
Maize,Maize (Feed Corn),Hybrid,26.67,20.52,34.13,580.04,73.57,6.93,110,6.92,138.92,66.52,66.64,4.31,Loamy,66.13,Flood,Kharif,Fallow,7.21,160.99,73.66,62.22,1,11.7
Wheat,Wheat (Common),Traditional,18.45,11.11,27.9,590.14,66.33,7.63,127,6.5,83.42,47.07,30.31,3.3,Alluvial,47.9,Flood,Rabi,Rice,1.9,69.06,38.27,24.92,1,4.544
Millet,Millet (Pearl/Bajra),Hybrid,31.98,26.7,40.97,556.68,41.54,9.95,86,6.07,41.39,29.99,23.34,2.36,Red,48.77,Sprinkler,Kharif,Millet,18.86,38.31,21.33,19.86,1,1.61
Millet,Millet (Pearl/Bajra),HYV,30.37,23.65,38.79,279.36,45.04,10.47,85,6.64,42.87,24.85,29.07,2.99,Red,52.55,Rainfed,Kharif,Soybean,1.11,57.05,28.04,28.32,1,1.445
Millet,Millet (Pearl/Bajra),HYV,28.02,20.71,35.23,503.72,59.0,10.66,90,6.8,49.2,27.36,28.74,2.59,Sandy,44.9,Sprinkler,Zaid,Fallow,19.5,34.56,23.19,17.25,0,1.483
Soybean,Soybean (Oil Grade),HYV,28.52,23.26,39.01,935.53,67.8,7.03,107,6.71,24.3,59.37,37.27,3.72,Alluvial,72.79,Rainfed,Kharif,Rice,9.26,25.32,55.23,40.78,1,3.837
Maize,Maize (Popcorn),Traditional,26.19,20.6,35.57,739.01,65.65,7.2,94,5.83,83.48,55.63,49.98,3.8,Alluvial,61.6,Sprinkler,Rabi,Pulses,7.74,67.45,28.84,33.52,1,5.916
Rice,Rice (Non-Basmati),Hybrid,31.21,25.9,38.22,1325.57,73.11,8.21,120,6.72,119.86,45.98,46.49,2.55,Loamy,87.4,Flood,Kharif,Fallow,3.72,124.48,44.15,48.91,1,5.102
Millet,Millet (Sorghum/Jowar),Hybrid,28.24,22.79,39.35,410.74,69.37,8.77,116,7.89,72.26,38.41,25.66,3.4,Red,64.5,Sprinkler,Rabi,Pulses,5.62,54.67,26.41,20.1,1,4.781
Wheat,Wheat (Durum),Traditional,22.68,16.63,34.61,510.94,52.18,7.57,124,6.51,96.09,59.12,39.84,3.1,Black,56.96,Drip,Rabi,Soybean,11.17,88.03,52.4,38.06,0,2.974
Millet,Millet (Foxtail),Hybrid,30.53,23.43,40.23,309.98,56.8,8.52,75,6.93,37.13,19.45,15.84,1.09,Sandy,41.23,Rainfed,Kharif,Soybean,10.98,36.47,16.81,14.65,1,2.174
Millet,Millet (Sorghum/Jowar),Hybrid,27.13,20.96,34.27,669.78,55.47,9.92,124,6.32,73.07,38.02,25.82,2.61,Loamy,45.9,Sprinkler,Kharif,Sugarcane,19.73,69.35,41.48,34.47,1,2.581
Maize,Maize (Feed Corn),Traditional,26.5,20.76,37.87,717.71,62.58,8.16,95,5.89,122.87,67.15,67.35,3.81,Alluvial,74.48,Sprinkler,Zaid,Soybean,10.06,117.32,56.59,40.69,1,7.209
Millet,Millet (Finger/Ragi),HYV,29.33,24.29,40.86,654.83,58.97,8.45,112,5.54,45.18,22.45,15.74,1.53,Black,40.18,Sprinkler,Kharif,Pulses,15.83,31.5,20.45,18.57,0,1.537
Wheat,Wheat (Durum),Hybrid,18.17,12.92,25.72,628.16,58.08,7.1,123,6.31,84.7,43.22,37.62,1.5,Loamy,55.97,Drip,Rabi,Pulses,19.46,100.8,51.09,39.74,1,6.729
Maize,Maize (Feed Corn),Hybrid,26.53,20.95,38.0,597.49,72.14,8.09,105,6.7,125.93,63.79,65.37,3.14,Loamy,68.61,Sprinkler,Kharif,Wheat,17.58,101.2,53.89,45.51,1,7.524
Maize,Maize (Popcorn),HYV,24.31,19.1,34.33,678.77,56.85,7.57,87,6.26,85.18,45.18,42.56,3.05,Alluvial,52.64,Sprinkler,Kharif,Fallow,3.07,89.95,48.22,49.79,1,6.291
Rice,Rice (Non-Basmati),Traditional,28.21,21.07,35.41,1293.21,78.13,6.5,127,7.0,101.57,57.32,42.64,3.79,Black,76.23,Sprinkler,Kharif,Sugarcane,2.24,65.07,33.46,32.79,0,5.765
Rice,Rice (Basmati),HYV,29.3,22.7,37.23,1149.8,74.65,7.19,148,6.31,77.96,32.05,31.91,2.11,Loamy,71.8,Flood,Kharif,Wheat,10.92,64.01,26.38,28.34,1,4.233
Wheat,Wheat (Durum),HYV,19.53,11.55,31.49,487.41,54.26,8.48,140,6.35,83.71,55.31,38.94,1.67,Sandy,50.24,Flood,Rabi,Fallow,17.98,86.96,49.79,36.15,0,3.939
Maize,Maize (Sweet Corn),Hybrid,23.22,15.29,30.88,669.93,71.98,8.82,100,6.59,108.91,65.5,54.27,4.24,Alluvial,70.72,Sprinkler,Kharif,Fallow,3.03,131.67,73.54,54.36,1,6.354
Rice,Rice (Non-Basmati),Traditional,28.46,23.23,39.92,1223.22,71.28,7.61,110,6.69,91.64,54.31,56.12,2.78,Loamy,72.52,Flood,Kharif,Soybean,8.2,86.16,33.49,47.0,1,7.056
Maize,Maize (Feed Corn),HYV,27.66,21.05,36.64,661.03,64.02,7.28,90,5.65,143.36,63.43,67.97,2.52,Loamy,73.56,Sprinkler,Kharif,Maize,16.78,128.97,68.76,58.33,1,6.052
Soybean,Soybean (Food Grade),Hybrid,24.77,17.7,34.15,806.8,66.32,7.25,97,6.81,27.5,50.33,32.07,3.46,Red,73.73,Rainfed,Kharif,Maize,6.81,19.68,51.1,32.21,1,4.236
Wheat,Wheat (Common),Traditional,17.13,12.11,24.7,467.35,60.74,9.45,119,6.28,90.75,49.63,30.28,3.78,Sandy,66.96,Rainfed,Rabi,Fallow,10.67,71.39,39.63,28.55,1,3.507
Rice,Rice (Non-Basmati),Hybrid,29.54,21.88,38.36,1423.86,74.63,7.68,120,5.87,91.68,55.56,57.88,4.17,Black,76.63,Flood,Kharif,Wheat,19.83,90.7,63.89,61.38,0,5.923
Wheat,Wheat (Sharbati),HYV,20.4,15.3,29.95,443.8,64.25,9.13,124,7.06,93.32,41.38,39.97,3.31,Loamy,62.43,Drip,Rabi,Fallow,3.41,61.74,29.21,25.27,1,5.438
Wheat,Wheat (Common),HYV,19.69,14.04,31.66,553.9,61.35,9.24,111,7.44,95.72,48.49,33.98,2.48,Sandy,64.25,Flood,Rabi,Sugarcane,16.07,86.53,46.87,36.17,1,6.011
Rice,Rice (Sona Masuri),Traditional,30.87,25.62,38.97,1177.67,84.9,7.47,130,6.9,89.83,39.28,36.5,2.49,Alluvial,67.96,Flood,Kharif,Soybean,6.87,57.18,30.9,31.26,1,3.745
Millet,Millet (Foxtail),HYV,30.43,24.66,37.72,310.66,45.77,8.86,60,7.16,39.51,16.52,18.61,2.17,Loamy,57.82,Rainfed,Rabi,Sugarcane,11.78,37.8,20.53,19.76,1,0.739
Maize,Maize (Sweet Corn),Traditional,24.28,16.37,33.04,635.88,72.22,8.76,83,6.33,113.56,61.89,49.16,3.09,Desert,51.43,Sprinkler,Rabi,Maize,19.59,83.78,53.87,39.6,1,7.848
Soybean,Soybean (Oil Grade),HYV,29.07,22.93,37.73,672.73,78.88,8.96,119,7.25,26.52,62.31,44.8,4.06,Red,65.06,Sprinkler,Kharif,Rice,16.44,22.25,60.28,42.09,1,4.685
Rice,Rice (Sona Masuri),HYV,30.55,23.41,39.97,1254.97,79.24,7.07,120,5.98,89.99,40.8,35.92,3.3,Alluvial,61.25,Sprinkler,Rabi,Rice,11.23,78.68,36.25,44.4,1,6.005
Wheat,Wheat (Durum),Traditional,18.86,12.6,28.73,540.08,62.41,8.21,131,6.13,94.89,44.77,38.47,3.36,Black,46.24,Drip,Rabi,Cotton,8.49,70.78,44.13,31.98,1,6.66
Millet,Millet (Foxtail),Hybrid,29.68,24.48,37.61,532.8,63.44,8.13,68,5.5,31.06,19.61,18.55,1.05,Red,45.71,Sprinkler,Kharif,Cotton,7.83,37.63,20.65,17.98,1,1.105
Wheat,Wheat (Sharbati),Traditional,18.37,10.57,28.38,434.76,50.69,8.69,129,6.65,99.39,42.63,34.88,2.43,Sandy,48.04,Rainfed,Rabi,Maize,19.66,65.97,32.98,21.6,1,3.963
Rice,Rice (Sona Masuri),Traditional,27.89,22.41,37.82,1078.59,76.86,8.62,138,5.55,82.13,38.31,39.18,3.01,Red,62.17,Flood,Kharif,Maize,7.31,59.15,34.83,34.38,1,4.899
Millet,Millet (Foxtail),Traditional,31.7,23.78,43.25,428.25,60.12,9.77,68,7.29,39.48,24.33,17.21,1.44,Red,57.28,Rainfed,Rabi,Maize,1.02,26.74,18.09,12.42,0,0.932
Rice,Rice (Basmati),HYV,28.35,21.67,35.91,1223.53,76.91,8.59,137,6.19,68.26,38.02,34.79,2.05,Loamy,70.54,Sprinkler,Kharif,Maize,16.61,79.64,36.21,35.59,1,4.426
Wheat,Wheat (Durum),Hybrid,18.68,11.52,29.13,588.05,68.71,9.18,127,6.85,82.61,44.38,32.4,1.6,Alluvial,54.48,Rainfed,Rabi,Sugarcane,15.04,91.59,50.95,38.49,1,4.74
Maize,Maize (Popcorn),Hybrid,25.48,19.78,36.74,664.43,67.97,8.09,92,5.89,90.28,41.0,40.99,2.63,Loamy,57.47,Sprinkler,Zaid,Soybean,19.72,106.41,59.13,44.64,1,6.552
Wheat,Wheat (Durum),Traditional,18.24,11.1,27.66,626.25,63.04,9.08,132,6.63,95.85,41.01,37.66,3.09,Alluvial,59.17,Sprinkler,Rabi,Sugarcane,8.19,75.31,39.25,30.49,0,4.631
Rice,Rice (Basmati),HYV,28.13,20.7,35.47,1167.39,74.71,7.91,136,6.93,76.5,36.89,35.52,2.73,Loamy,70.65,Sprinkler,Kharif,Rice,4.27,57.43,29.9,29.01,1,3.863
Maize,Maize (Sweet Corn),Hybrid,23.4,16.35,35.25,652.91,64.78,7.13,81,5.95,116.38,57.58,54.36,2.81,Laterite,58.91,Drip,Rabi,Rice,8.75,131.52,66.06,47.62,0,8.85
Soybean,Soybean (Oil Grade),Hybrid,25.48,19.37,35.3,812.25,79.84,6.65,112,6.23,27.62,56.33,40.74,4.24,Black,76.95,Sprinkler,Kharif,Maize,18.18,26.9,65.75,48.08,1,3.677
Millet,Millet (Sorghum/Jowar),HYV,32.52,24.82,44.38,419.3,62.14,7.62,95,6.39,67.52,37.88,26.27,2.14,Red,48.84,Rainfed,Rabi,Fallow,14.42,63.19,37.93,32.47,0,2.464
Wheat,Wheat (Durum),HYV,21.59,14.15,30.66,516.03,61.69,8.56,124,6.91,91.57,49.49,38.52,3.15,Black,64.55,Sprinkler,Rabi,Wheat,15.17,97.77,58.71,39.22,1,6.438
Rice,Rice (Basmati),Hybrid,26.6,20.85,36.28,1411.9,71.55,8.83,148,6.27,74.24,33.85,34.02,4.35,Clayey,84.07,Rainfed,Kharif,Sugarcane,0.88,74.55,33.84,34.14,0,3.797
Millet,Millet (Pearl/Bajra),HYV,28.88,23.81,40.11,393.48,43.03,9.91,81,7.0,56.59,28.43,27.5,1.55,Sandy,41.69,Sprinkler,Kharif,Sugarcane,4.06,52.0,23.21,23.86,1,1.931
Millet,Millet (Pearl/Bajra),Hybrid,30.76,23.68,39.72,287.97,40.08,10.13,82,8.0,53.76,27.82,20.57,2.78,Loamy,50.83,Flood,Kharif,Cotton,14.35,64.3,22.73,23.77,1,2.666
Rice,Rice (Basmati),HYV,26.39,18.56,34.01,1437.57,84.56,6.53,135,6.91,76.03,34.7,34.23,4.99,Black,60.26,Drip,Kharif,Sugarcane,19.66,65.61,31.32,34.4,1,4.156
Rice,Rice (Sona Masuri),Hybrid,30.81,24.89,40.06,1113.71,80.93,7.46,138,6.79,84.69,44.23,40.21,3.69,Loamy,69.24,Flood,Kharif,Millet,3.71,82.14,38.66,41.77,0,6.876
Rice,Rice (Non-Basmati),HYV,28.64,21.52,38.58,1258.97,81.08,8.19,132,6.01,92.26,56.69,46.18,3.23,Black,73.69,Sprinkler,Kharif,Millet,6.26,98.94,56.05,54.73,0,4.198
Millet,Millet (Pearl/Bajra),HYV,34.44,27.71,45.44,314.62,43.85,10.6,76,6.81,43.29,26.62,29.17,2.97,Black,49.92,Rainfed,Kharif,Cotton,9.05,58.89,29.07,27.11,1,2.335
Soybean,Soybean (Oil Grade),HYV,29.69,22.85,40.33,789.9,74.36,7.18,119,6.53,21.55,68.23,44.0,3.35,Black,76.37,Sprinkler,Kharif,Fallow,0.61,24.05,45.34,32.75,1,3.295
Millet,Millet (Sorghum/Jowar),HYV,32.8,25.25,39.86,497.8,51.79,7.4,90,6.85,69.62,30.97,28.59,2.63,Loamy,42.24,Sprinkler,Rabi,Sugarcane,17.46,63.8,37.72,29.88,1,2.647
Millet,Millet (Foxtail),Traditional,29.48,22.26,38.07,516.75,45.27,7.07,63,7.22,33.61,15.75,18.14,1.63,Sandy,38.39,Sprinkler,Kharif,Sugarcane,9.27,25.76,16.87,12.78,1,1.225
Soybean,Soybean (Food Grade),Traditional,28.89,22.43,36.66,669.65,79.82,7.04,108,6.88,28.88,41.99,37.16,2.41,Black,73.97,Rainfed,Rabi,Wheat,13.72,16.77,37.13,24.94,1,2.194
Wheat,Wheat (Sharbati),Hybrid,17.7,11.6,27.41,490.87,55.97,9.16,123,6.71,85.24,40.85,34.65,2.34,Alluvial,46.46,Drip,Rabi,Pulses,8.42,91.26,49.74,40.42,1,6.166
Soybean,Soybean (Oil Grade),HYV,27.02,19.71,34.58,801.89,68.73,7.62,111,6.01,24.94,55.9,41.0,2.21,Loamy,79.09,Rainfed,Kharif,Millet,6.82,26.11,65.26,38.28,0,2.21
Rice,Rice (Sona Masuri),Traditional,30.61,23.53,38.85,1074.0,73.46,6.79,129,5.84,74.31,39.0,39.1,3.11,Alluvial,81.72,Sprinkler,Kharif,Maize,9.3,68.0,30.42,34.23,0,4.408
Millet,Millet (Sorghum/Jowar),HYV,30.39,23.16,38.88,666.5,57.89,7.32,96,7.85,64.36,36.52,31.88,1.99,Loamy,50.71,Rainfed,Rabi,Maize,8.16,52.84,33.96,23.03,1,3.073
Millet,Millet (Sorghum/Jowar),Traditional,29.91,21.96,37.78,581.37,62.76,9.53,125,6.25,71.46,34.2,26.06,3.49,Desert,64.41,Sprinkler,Kharif,Wheat,17.48,62.57,40.05,29.93,1,1.988
Millet,Millet (Pearl/Bajra),Traditional,34.51,29.18,42.6,384.51,57.34,8.37,81,7.4,54.46,23.56,29.63,1.7,Loamy,45.34,Drip,Kharif,Wheat,10.31,42.84,18.87,16.5,1,2.495
Millet,Millet (Sorghum/Jowar),HYV,27.45,20.65,37.53,588.36,50.55,8.94,102,6.57,60.6,36.08,30.8,3.24,Red,44.14,Rainfed,Rabi,Cotton,4.58,76.4,38.54,27.07,0,3.125
Maize,Maize (Feed Corn),Hybrid,28.22,22.48,39.26,641.44,64.95,7.42,120,6.01,122.31,78.77,56.3,4.34,Loamy,73.71,Flood,Kharif,Fallow,3.12,128.12,64.32,50.04,1,8.156
Millet,Millet (Pearl/Bajra),HYV,32.75,25.69,42.58,469.64,47.06,9.05,80,6.39,43.89,21.75,23.47,2.16,Loamy,52.08,Flood,Kharif,Sugarcane,12.41,57.3,22.92,29.86,1,2.229
Wheat,Wheat (Sharbati),HYV,17.56,9.97,25.13,582.62,54.1,7.99,128,7.33,91.26,45.58,32.78,3.84,Red,62.4,Drip,Rabi,Sugarcane,3.92,94.65,49.34,38.09,1,5.83
Maize,Maize (Feed Corn),Hybrid,26.65,19.48,33.71,689.16,65.57,6.46,113,7.3,137.72,78.73,58.09,3.18,Black,79.13,Rainfed,Kharif,Maize,1.74,143.62,72.12,59.02,1,8.82
Wheat,Wheat (Common),Traditional,19.25,11.89,30.93,567.26,57.78,7.65,119,6.61,83.22,40.9,35.31,3.41,Alluvial,45.28,Sprinkler,Rabi,Soybean,11.73,67.53,38.24,26.94,1,5.663
Rice,Rice (Sona Masuri),Hybrid,26.49,19.93,36.44,1291.95,73.89,8.53,123,6.25,85.21,40.25,35.69,2.82,Laterite,62.19,Flood,Kharif,Maize,17.07,89.51,48.6,39.98,0,3.766
Millet,Millet (Pearl/Bajra),Traditional,31.11,24.14,38.28,268.14,50.42,10.82,76,6.38,49.8,21.14,26.48,2.32,Loamy,39.06,Flood,Kharif,Wheat,5.5,37.88,21.87,20.69,1,1.66
Wheat,Wheat (Sharbati),Hybrid,18.67,12.87,29.39,473.89,59.42,8.47,134,6.55,84.79,40.6,31.73,2.35,Clayey,63.37,Sprinkler,Rabi,Millet,17.48,98.09,46.01,33.55,1,6.441
Soybean,Soybean (Food Grade),Traditional,29.94,22.51,40.76,875.83,79.49,7.12,101,6.26,29.2,45.66,38.47,3.6,Red,50.37,Rainfed,Kharif,Rice,6.04,18.62,33.5,28.77,1,1.307
Maize,Maize (Sweet Corn),HYV,24.82,18.24,33.48,795.28,71.06,6.75,99,6.73,107.76,51.83,40.71,3.24,Loamy,60.37,Sprinkler,Kharif,Cotton,16.79,89.79,51.22,50.76,0,5.98
Rice,Rice (Sona Masuri),Hybrid,28.14,21.11,37.73,1099.39,79.1,8.21,124,6.66,74.65,39.63,41.42,3.35,Red,63.97,Flood,Kharif,Soybean,10.28,89.94,44.07,46.14,1,4.998
Soybean,Soybean (Oil Grade),HYV,26.88,19.08,36.51,820.55,69.94,7.22,113,7.34,28.49,63.16,35.91,3.28,Red,73.07,Flood,Kharif,Millet,19.63,27.86,62.75,39.13,1,4.244
Soybean,Soybean (Food Grade),HYV,28.06,20.11,38.47,698.33,77.5,8.7,96,6.47,20.4,44.63,36.5,3.3,Black,73.88,Sprinkler,Kharif,Rice,7.98,22.37,42.16,30.16,1,4.006
Millet,Millet (Finger/Ragi),HYV,29.81,23.03,39.85,688.44,56.03,8.86,120,6.68,42.82,26.56,16.11,3.23,Loamy,42.44,Rainfed,Rabi,Wheat,8.75,44.79,21.21,19.55,1,1.545
Wheat,Wheat (Common),HYV,17.43,9.46,27.66,410.67,56.28,9.66,110,6.43,98.81,47.87,37.36,3.72,Loamy,63.09,Flood,Rabi,Soybean,4.12,77.03,42.21,28.24,1,5.694
Maize,Maize (Feed Corn),Traditional,25.56,19.83,37.35,838.35,67.34,8.79,100,7.25,148.44,76.52,50.53,3.82,Laterite,68.73,Rainfed,Kharif,Wheat,2.02,84.79,48.42,35.61,0,4.514
Millet,Millet (Sorghum/Jowar),Hybrid,30.24,22.51,38.12,508.68,64.57,8.54,92,7.29,69.39,38.19,25.59,2.59,Laterite,43.97,Sprinkler,Rabi,Fallow,9.09,81.11,35.97,31.98,1,4.071
Maize,Maize (Popcorn),Traditional,25.37,20.13,35.61,748.52,55.91,6.82,86,6.75,82.82,40.3,40.81,3.69,Alluvial,52.07,Drip,Kharif,Soybean,14.31,69.96,45.9,32.69,1,6.29
Millet,Millet (Sorghum/Jowar),Hybrid,31.84,24.17,39.48,488.52,62.62,9.84,99,6.82,65.87,32.78,27.98,2.3,Loamy,51.74,Sprinkler,Rabi,Millet,7.33,85.66,43.47,37.47,1,2.437
Maize,Maize (Sweet Corn),Traditional,23.12,17.26,30.31,609.94,62.05,7.67,91,5.91,119.39,62.48,58.4,4.72,Loamy,66.33,Drip,Rabi,Sugarcane,7.23,95.49,44.57,33.2,1,9.051
Soybean,Soybean (Food Grade),Traditional,27.49,20.73,35.46,619.79,79.6,6.38,98,6.52,28.53,52.51,30.49,3.82,Loamy,69.26,Rainfed,Kharif,Sugarcane,2.24,23.36,38.73,31.47,0,2.1
Millet,Millet (Finger/Ragi),Traditional,25.39,19.45,36.01,693.05,58.04,7.73,109,7.41,39.62,28.65,23.0,2.48,Loamy,56.55,Sprinkler,Kharif,Sugarcane,12.28,33.44,22.45,18.29,1,1.556
Rice,Rice (Sona Masuri),Traditional,27.53,19.8,34.68,1306.32,83.6,8.31,122,6.52,71.98,37.08,36.84,3.3,Red,65.2,Flood,Kharif,Cotton,0.79,57.65,35.67,35.74,1,4.472
Millet,Millet (Pearl/Bajra),Hybrid,33.25,26.62,44.07,481.85,41.3,10.74,71,6.44,44.53,26.87,27.01,1.17,Loamy,52.63,Rainfed,Kharif,Fallow,7.28,47.5,23.97,30.58,0,0.849
Rice,Rice (Non-Basmati),HYV,30.37,25.06,41.53,1441.09,70.65,6.4,126,6.51,82.73,58.47,45.89,4.66,Black,77.44,Flood,Rabi,Wheat,7.22,155.05,61.36,61.56,1,5.909
Millet,Millet (Foxtail),Traditional,28.65,23.25,39.42,445.95,45.61,7.44,66,6.23,37.53,16.35,18.38,1.66,Loamy,40.9,Sprinkler,Rabi,Maize,7.74,31.01,12.14,13.12,1,1.338
Rice,Rice (Basmati),HYV,28.58,20.85,36.48,1118.77,84.57,6.54,134,6.1,68.74,30.97,34.05,3.78,Clayey,74.49,Flood,Kharif,Wheat,17.23,71.97,33.97,32.37,1,5.366
Rice,Rice (Non-Basmati),Traditional,28.83,22.77,39.39,1257.25,72.39,6.93,110,7.5,103.59,53.62,53.65,4.54,Alluvial,65.24,Flood,Kharif,Millet,14.0,83.77,40.29,44.18,1,6.127
Wheat,Wheat (Sharbati),Hybrid,19.48,14.4,29.1,535.49,53.5,9.96,131,6.96,96.87,46.07,37.37,2.5,Alluvial,44.88,Drip,Rabi,Rice,19.34,104.73,46.88,36.88,1,6.5
Millet,Millet (Pearl/Bajra),Traditional,33.93,27.73,43.03,290.6,49.27,8.25,88,6.49,43.24,21.79,29.55,1.77,Black,30.99,Rainfed,Kharif,Maize,19.7,36.54,23.8,18.12,1,1.332
Maize,Maize (Sweet Corn),Traditional,22.4,16.42,32.57,697.65,70.48,7.05,82,6.01,101.71,52.54,43.25,4.47,Loamy,73.53,Drip,Kharif,Maize,7.05,92.25,46.62,47.64,1,7.74
Wheat,Wheat (Sharbati),Traditional,21.82,16.49,33.76,431.79,57.28,7.91,124,7.15,84.03,47.53,37.66,3.9,Black,62.28,Drip,Rabi,Wheat,9.54,73.5,32.11,26.08,1,3.362
Millet,Millet (Foxtail),Hybrid,28.17,22.39,39.71,416.5,60.51,8.33,60,5.64,39.15,16.01,17.01,2.5,Sandy,36.77,Rainfed,Zaid,Wheat,11.22,26.92,18.13,14.98,0,1.766
Millet,Millet (Foxtail),Traditional,29.37,21.87,36.65,405.32,57.53,7.29,72,7.36,37.24,18.76,16.19,2.26,Red,54.05,Rainfed,Kharif,Wheat,19.45,27.79,15.81,14.48,0,0.986
Maize,Maize (Feed Corn),Hybrid,26.28,20.46,34.93,552.34,70.62,8.09,100,5.55,147.57,77.22,51.49,2.76,Black,70.6,Sprinkler,Kharif,Sugarcane,13.97,175.02,80.15,81.25,1,10.06
Soybean,Soybean (Food Grade),Hybrid,25.42,17.42,35.15,752.94,76.14,7.08,103,6.02,21.57,47.08,33.27,2.61,Alluvial,66.47,Sprinkler,Zaid,Wheat,8.2,25.41,55.29,31.33,1,3.239
Rice,Rice (Non-Basmati),Hybrid,27.37,21.8,36.97,1436.26,70.89,6.66,140,6.31,117.35,43.9,56.88,4.45,Loamy,89.66,Drip,Kharif,Pulses,12.51,92.13,45.58,53.4,1,9.1
Soybean,Soybean (Food Grade),Traditional,27.08,21.16,38.35,874.14,69.52,7.47,98,6.51,26.35,40.86,39.99,2.27,Alluvial,54.45,Sprinkler,Kharif,Cotton,19.47,20.86,39.04,25.61,1,2.1
Millet,Millet (Pearl/Bajra),Hybrid,33.39,27.06,40.83,380.79,54.17,8.37,67,7.88,46.84,27.95,22.83,1.34,Clayey,30.3,Drip,Kharif,Maize,5.88,65.9,23.17,26.8,0,3.09
Maize,Maize (Sweet Corn),Hybrid,27.44,22.16,36.96,738.53,73.57,7.68,98,5.95,119.39,58.65,55.87,4.39,Alluvial,53.03,Drip,Kharif,Fallow,18.13,131.67,71.61,44.16,1,7.351
Maize,Maize (Feed Corn),Hybrid,28.38,21.67,37.23,764.72,68.82,8.19,95,7.25,120.79,78.02,69.03,3.24,Sandy,78.73,Flood,Kharif,Sugarcane,18.45,144.56,78.06,61.19,1,8.023
Wheat,Wheat (Durum),HYV,21.04,14.97,31.57,528.24,69.59,9.9,122,6.69,86.0,46.68,32.16,3.89,Black,60.5,Sprinkler,Rabi,Pulses,13.66,82.86,58.42,39.68,1,6.024
Millet,Millet (Pearl/Bajra),Traditional,32.0,26.38,40.8,421.2,54.13,9.4,67,7.19,50.83,27.76,22.06,2.02,Loamy,30.43,Sprinkler,Kharif,Soybean,1.12,43.2,22.04,23.95,1,2.462
Maize,Maize (Sweet Corn),Traditional,25.42,17.78,35.43,792.05,72.87,7.65,86,6.24,106.84,56.01,45.41,3.89,Black,63.7,Drip,Kharif,Pulses,18.24,81.93,41.54,45.61,1,7.155
Rice,Rice (Basmati),HYV,25.37,18.99,36.83,1047.23,84.83,8.85,149,6.54,76.89,34.18,34.41,3.9,Clayey,79.36,Sprinkler,Kharif,Sugarcane,15.84,67.88,34.16,34.51,1,3.706
Wheat,Wheat (Durum),Hybrid,19.44,11.59,27.77,486.24,67.99,7.26,135,6.15,95.96,44.25,36.78,3.06,Alluvial,47.46,Rainfed,Kharif,Sugarcane,13.14,88.28,51.23,34.86,1,4.458
Wheat,Wheat (Sharbati),HYV,19.67,13.96,29.1,464.96,56.72,9.73,121,7.19,81.0,44.87,30.64,3.73,Clayey,51.91,Sprinkler,Rabi,Sugarcane,15.46,93.77,46.1,35.23,1,5.571
Millet,Millet (Pearl/Bajra),Traditional,33.11,27.85,45.01,352.19,44.88,8.09,74,7.09,58.54,29.27,27.14,1.97,Black,36.69,Rainfed,Kharif,Millet,16.52,47.15,23.5,17.32,1,1.977
Millet,Millet (Pearl/Bajra),Hybrid,29.03,22.17,37.19,382.36,40.1,10.91,70,7.6,52.94,27.6,22.06,2.12,Red,39.27,Sprinkler,Rabi,Rice,3.25,60.61,32.89,32.75,0,1.519
Rice,Rice (Non-Basmati),Traditional,28.95,22.64,38.78,1111.22,89.8,7.67,138,5.95,106.95,57.89,40.66,4.44,Alluvial,79.05,Sprinkler,Rabi,Millet,1.38,87.25,37.64,45.14,0,4.305
Millet,Millet (Finger/Ragi),Hybrid,25.28,17.3,34.18,511.88,57.95,9.33,124,6.1,33.78,28.67,24.13,2.3,Red,49.68,Sprinkler,Zaid,Pulses,15.71,42.75,31.15,22.73,0,2.071
Wheat,Wheat (Durum),Hybrid,20.78,15.63,28.91,520.99,68.56,8.87,122,6.29,91.16,58.58,35.66,1.91,Alluvial,69.93,Drip,Rabi,Wheat,15.18,103.22,64.75,38.68,0,5.403
Maize,Maize (Popcorn),Hybrid,24.96,18.67,32.71,692.54,61.22,6.28,93,5.85,84.51,54.58,47.36,2.37,Loamy,68.73,Sprinkler,Rabi,Wheat,8.81,100.27,47.72,50.1,1,6.593
Millet,Millet (Pearl/Bajra),Traditional,32.53,27.43,41.98,542.83,50.9,10.6,70,6.32,43.43,27.0,27.04,1.8,Black,52.69,Sprinkler,Kharif,Pulses,10.1,34.81,14.97,15.22,1,1.651
